grid,long,lat
E197009,-65.57938,19.22047
E198009,-65.27313,19.11572
E001010,-130.6655,18.75423
E002010,-130.3629,18.86491
E003010,-130.0596,18.9747
E004010,-129.7555,19.08361
E005010,-129.4506,19.19162
E006010,-129.145,19.2987
E007010,-128.8386,19.4049
E008010,-128.5314,19.51018
E009010,-128.2236,19.61453
E010010,-127.9149,19.71795
E011010,-127.6055,19.82045
E012010,-127.2954,19.922
E013010,-126.9845,20.02263
E014010,-126.6729,20.12229
E015010,-126.3606,20.22101
E016010,-126.0476,20.31876
E017010,-125.7338,20.41557
E018010,-125.4193,20.51138
E019010,-125.1042,20.60624
E020010,-124.7883,20.7001
E021010,-124.4717,20.793
E022010,-124.1545,20.8849
E023010,-123.8365,20.9758
E024010,-123.5179,21.06571
E025010,-123.1986,21.15461
E026010,-122.8787,21.24251
E027010,-122.558,21.32937
E028010,-122.2368,21.41523
E029010,-121.9148,21.50007
E030010,-121.5923,21.58388
E031010,-121.2691,21.66666
E032010,-120.9453,21.74839
E033010,-120.6208,21.82909
E034010,-120.2957,21.90874
E035010,-119.97,21.98734
E036010,-119.6437,22.06487
E037010,-119.3169,22.14138
E038010,-118.9894,22.2168
E039010,-118.6613,22.29115
E040010,-118.3327,22.36443
E041010,-118.0035,22.43663
E042010,-117.6737,22.50777
E043010,-117.3434,22.5778
E044010,-117.0125,22.64677
E045010,-116.6811,22.71461
E046010,-116.3492,22.78139
E047010,-116.0167,22.84706
E048010,-115.6837,22.91162
E049010,-115.3502,22.97508
E050010,-115.0162,23.03743
E051010,-114.6817,23.09866
E052010,-114.3468,23.15878
E053010,-114.0113,23.21777
E054010,-113.6754,23.27565
E055010,-113.339,23.33238
E056010,-113.0022,23.38799
E057010,-112.6649,23.44247
E058010,-112.3271,23.49581
E059010,-111.989,23.54802
E060010,-111.6504,23.59907
E061010,-111.3115,23.64899
E062010,-110.9721,23.69775
E063010,-110.6323,23.74537
E064010,-110.2921,23.79182
E065010,-109.9516,23.83711
E066010,-109.6107,23.88126
E067010,-109.2695,23.92423
E068010,-108.9279,23.96603
E069010,-108.5859,24.00668
E070010,-108.2436,24.04616
E071010,-107.901,24.08447
E072010,-107.5581,24.12159
E073010,-107.2149,24.15755
E074010,-106.8714,24.19233
E075010,-106.5276,24.22592
E076010,-106.1836,24.25832
E077010,-105.8392,24.28955
E078010,-105.4947,24.3196
E079010,-105.1498,24.34845
E080010,-104.8048,24.37611
E081010,-104.4595,24.40259
E082010,-104.114,24.42786
E083010,-103.7683,24.45195
E084010,-103.4224,24.47484
E085010,-103.0763,24.49654
E086010,-102.73,24.51704
E087010,-102.3836,24.53634
E088010,-102.037,24.55442
E089010,-101.6902,24.57132
E090010,-101.3434,24.58701
E091010,-100.9964,24.6015
E092010,-100.6492,24.61478
E093010,-100.302,24.62686
E094010,-99.95471,24.63773
E095010,-99.6073,24.6474
E096010,-99.25983,24.65585
E097010,-98.91226,24.66311
E098010,-98.56464,24.66916
E099010,-98.21701,24.67398
E100010,-97.86932,24.67761
E101010,-97.52161,24.68003
E102010,-97.17389,24.68124
E103010,-96.82614,24.68124
E104010,-96.47839,24.68003
E105010,-96.13071,24.67761
E106010,-95.78302,24.67398
E107010,-95.43536,24.66916
E108010,-95.08777,24.66311
E109010,-94.7402,24.65585
E110010,-94.3927,24.6474
E111010,-94.04532,24.63773
E112010,-93.698,24.62686
E113010,-93.35077,24.61478
E114010,-93.00366,24.6015
E115010,-92.65665,24.58701
E116010,-92.30975,24.57132
E117010,-91.96301,24.55442
E118010,-91.61646,24.53634
E119010,-91.27002,24.51704
E120010,-90.92374,24.49654
E121010,-90.57764,24.47484
E122010,-90.23175,24.45195
E123010,-89.88605,24.42786
E124010,-89.54053,24.40259
E125010,-89.19525,24.37611
E126010,-88.85019,24.34845
E127010,-88.50537,24.3196
E128010,-88.16077,24.28955
E129010,-87.81647,24.25832
E130010,-87.47238,24.22592
E131010,-87.1286,24.19233
E132010,-86.7851,24.15755
E133010,-86.44189,24.12159
E134010,-86.099,24.08447
E135010,-85.75638,24.04616
E136010,-85.41412,24.00668
E137010,-85.07214,23.96603
E138010,-84.73056,23.92423
E139010,-84.38928,23.88126
E140010,-84.0484,23.83711
E141010,-83.70786,23.79182
E142010,-83.36771,23.74537
E143010,-83.02792,23.69775
E144010,-82.68854,23.64899
E145010,-82.34958,23.59907
E146010,-82.01102,23.54802
E147010,-81.67285,23.49581
E148010,-81.33514,23.44247
E149010,-80.99786,23.38799
E150010,-80.66101,23.33238
E151010,-80.32465,23.27565
E152010,-79.98871,23.21777
E153010,-79.65326,23.15878
E154010,-79.31827,23.09866
E155010,-78.98376,23.03743
E156010,-78.64978,22.97508
E157010,-78.31628,22.91162
E158010,-77.98331,22.84706
E159010,-77.65085,22.78139
E160010,-77.31891,22.71461
E161010,-76.98749,22.64677
E162010,-76.65662,22.5778
E163010,-76.32629,22.50777
E164010,-75.99652,22.43663
E165010,-75.66733,22.36443
E166010,-75.33868,22.29115
E167010,-75.01062,22.2168
E168010,-74.68317,22.14138
E169010,-74.35626,22.06487
E170010,-74.02997,21.98734
E171010,-73.70428,21.90874
E172010,-73.37921,21.82909
E173010,-73.05475,21.74839
E174010,-72.73093,21.66666
E175010,-72.40771,21.58388
E176010,-72.08517,21.50007
E177010,-71.76324,21.41523
E178010,-71.44196,21.32937
E179010,-71.12134,21.24251
E180010,-70.80139,21.15461
E181010,-70.48212,21.06571
E182010,-70.16348,20.9758
E183010,-69.84555,20.8849
E184010,-69.52829,20.793
E185010,-69.21173,20.7001
E186010,-68.89584,20.60624
E187010,-68.58069,20.51138
E188010,-68.2662,20.41557
E189010,-67.95245,20.31876
E190010,-67.6394,20.22101
E191010,-67.32709,20.12229
E192010,-67.0155,20.02263
E193010,-66.70462,19.922
E194010,-66.3945,19.82045
E195010,-66.08508,19.71795
E196010,-65.77646,19.61453
E197010,-65.46857,19.51018
E198010,-65.16141,19.4049
E001011,-130.7832,19.0405
E002011,-130.4798,19.15173
E003011,-130.1756,19.26208
E004011,-129.8706,19.37152
E005011,-129.5649,19.48006
E006011,-129.2584,19.58769
E007011,-128.9511,19.6944
E008011,-128.643,19.80021
E009011,-128.3342,19.90508
E010011,-128.0247,20.00903
E011011,-127.7143,20.11204
E012011,-127.4033,20.2141
E013011,-127.0915,20.31521
E014011,-126.7789,20.41538
E015011,-126.4657,20.51459
E016011,-126.1516,20.61285
E017011,-125.8369,20.71012
E018011,-125.5215,20.80642
E019011,-125.2053,20.90175
E020011,-124.8885,20.99609
E021011,-124.5709,21.08945
E022011,-124.2526,21.1818
E023011,-123.9337,21.27316
E024011,-123.614,21.36352
E025011,-123.2937,21.45286
E026011,-122.9727,21.54121
E027011,-122.6511,21.62851
E028011,-122.3288,21.71481
E029011,-122.0058,21.80007
E030011,-121.6822,21.8843
E031011,-121.3579,21.96749
E032011,-121.033,22.04964
E033011,-120.7075,22.13075
E034011,-120.3813,22.21079
E035011,-120.0545,22.28979
E036011,-119.7271,22.36774
E037011,-119.3992,22.4446
E038011,-119.0706,22.52041
E039011,-118.7414,22.59514
E040011,-118.4116,22.66879
E041011,-118.0813,22.74138
E042011,-117.7504,22.81286
E043011,-117.4189,22.88326
E044011,-117.0869,22.95257
E045011,-116.7544,23.02077
E046011,-116.4213,23.08787
E047011,-116.0876,23.15386
E048011,-115.7535,23.21876
E049011,-115.4188,23.28255
E050011,-115.0836,23.3452
E051011,-114.7479,23.40675
E052011,-114.4118,23.46716
E053011,-114.0751,23.52647
E054011,-113.738,23.58463
E055011,-113.4004,23.64166
E056011,-113.0623,23.69756
E057011,-112.7238,23.75232
E058011,-112.3849,23.80593
E059011,-112.0455,23.85841
E060011,-111.7057,23.90971
E061011,-111.3655,23.95988
E062011,-111.0249,24.00888
E063011,-110.6839,24.05674
E064011,-110.3425,24.10344
E065011,-110.0007,24.14896
E066011,-109.6585,24.19333
E067011,-109.316,24.23653
E068011,-108.9731,24.27855
E069011,-108.6299,24.3194
E070011,-108.2864,24.35909
E071011,-107.9425,24.39759
E072011,-107.5983,24.43489
E073011,-107.2538,24.47103
E074011,-106.909,24.50599
E075011,-106.5639,24.53975
E076011,-106.2186,24.57233
E077011,-105.873,24.60372
E078011,-105.5271,24.63392
E079011,-105.181,24.66291
E080011,-104.8346,24.69071
E081011,-104.488,24.71733
E082011,-104.1412,24.74274
E083011,-103.7942,24.76695
E084011,-103.447,24.78996
E085011,-103.0995,24.81176
E086011,-102.752,24.83236
E087011,-102.4042,24.85176
E088011,-102.0563,24.86994
E089011,-101.7082,24.88692
E090011,-101.36,24.90269
E091011,-101.0117,24.91724
E092011,-100.6632,24.93061
E093011,-100.3147,24.94275
E094011,-99.96603,24.95368
E095011,-99.61731,24.96339
E096011,-99.26849,24.97189
E097011,-98.91962,24.97919
E098011,-98.57068,24.98526
E099011,-98.22168,24.99011
E100011,-97.87265,24.99377
E101011,-97.52362,24.9962
E102011,-97.17453,24.9974
E103011,-96.82547,24.9974
E104011,-96.47641,24.9962
E105011,-96.12735,24.99377
E106011,-95.77832,24.99011
E107011,-95.42935,24.98526
E108011,-95.08041,24.97919
E109011,-94.73151,24.97189
E110011,-94.38269,24.96339
E111011,-94.03397,24.95368
E112011,-93.6853,24.94275
E113011,-93.33676,24.93061
E114011,-92.98831,24.91724
E115011,-92.63998,24.90269
E116011,-92.29178,24.88692
E117011,-91.94373,24.86994
E118011,-91.59583,24.85176
E119011,-91.24805,24.83236
E120011,-90.90045,24.81176
E121011,-90.55304,24.78996
E122011,-90.20584,24.76695
E123011,-89.85883,24.74274
E124011,-89.51202,24.71733
E125011,-89.16541,24.69071
E126011,-88.81903,24.66291
E127011,-88.4729,24.63392
E128011,-88.12704,24.60372
E129011,-87.78143,24.57233
E130011,-87.43607,24.53975
E131011,-87.091,24.50599
E132011,-86.74619,24.47103
E133011,-86.4017,24.43489
E134011,-86.0575,24.39759
E135011,-85.71362,24.35909
E136011,-85.37009,24.3194
E137011,-85.02686,24.27855
E138011,-84.68399,24.23653
E139011,-84.34149,24.19333
E140011,-83.99933,24.14896
E141011,-83.65753,24.10344
E142011,-83.31613,24.05674
E143011,-82.9751,24.00888
E144011,-82.63449,23.95988
E145011,-82.29428,23.90971
E146011,-81.95447,23.85841
E147011,-81.61511,23.80593
E148011,-81.27615,23.75232
E149011,-80.93765,23.69756
E150011,-80.59961,23.64166
E151011,-80.26202,23.58463
E152011,-79.9249,23.52647
E153011,-79.58823,23.46716
E154011,-79.25208,23.40675
E155011,-78.91638,23.3452
E156011,-78.58121,23.28255
E157011,-78.24652,23.21876
E158011,-77.91238,23.15386
E159011,-77.57874,23.08787
E160011,-77.24567,23.02077
E161011,-76.91309,22.95257
E162011,-76.58105,22.88326
E163011,-76.2496,22.81286
E164011,-75.9187,22.74138
E165011,-75.58838,22.66879
E166011,-75.25861,22.59514
E167011,-74.92944,22.52041
E168011,-74.60086,22.4446
E169011,-74.27286,22.36774
E170011,-73.9455,22.28979
E171011,-73.61871,22.21079
E172011,-73.29254,22.13075
E173011,-72.96701,22.04964
E174011,-72.64209,21.96749
E175011,-72.31784,21.8843
E176011,-71.9942,21.80007
E177011,-71.67123,21.71481
E178011,-71.34894,21.62851
E179011,-71.02728,21.54121
E180011,-70.70627,21.45286
E181011,-70.38596,21.36352
E182011,-70.06631,21.27316
E183011,-69.74738,21.1818
E184011,-69.42911,21.08945
E185011,-69.11154,20.99609
E186011,-68.79468,20.90175
E187011,-68.47852,20.80642
E188011,-68.16309,20.71012
E189011,-67.84836,20.61285
E190011,-67.53436,20.51459
E191011,-67.22107,20.41538
E192011,-66.90854,20.31521
E193011,-66.59674,20.2141
E194011,-66.28568,20.11204
E195011,-65.97534,20.00903
E196011,-65.66577,19.90508
E197011,-65.35699,19.80021
E198011,-65.04892,19.6944
E001012,-130.9017,19.3271
E002012,-130.5975,19.43888
E003012,-130.2924,19.54977
E004012,-129.9866,19.65974
E005012,-129.6799,19.76883
E006012,-129.3725,19.87699
E007012,-129.0643,19.98423
E008012,-128.7554,20.09057
E009012,-128.4456,20.19595
E010012,-128.1352,20.30042
E011012,-127.8239,20.40394
E012012,-127.5119,20.50652
E013012,-127.1992,20.60814
E014012,-126.8857,20.70882
E015012,-126.5714,20.80851
E016012,-126.2565,20.90724
E017012,-125.9408,21.005
E018012,-125.6243,21.1018
E019012,-125.3072,21.1976
E020012,-124.9893,21.29242
E021012,-124.6708,21.38623
E022012,-124.3515,21.47906
E023012,-124.0315,21.57088
E024012,-123.7109,21.66168
E025012,-123.3895,21.75148
E026012,-123.0675,21.84026
E027012,-122.7448,21.92802
E028012,-122.4214,22.01472
E029012,-122.0974,22.10043
E030012,-121.7727,22.18508
E031012,-121.4474,22.26868
E032012,-121.1214,22.35124
E033012,-120.7948,22.43277
E034012,-120.4675,22.51322
E035012,-120.1396,22.59262
E036012,-119.8112,22.67095
E037012,-119.4821,22.74821
E038012,-119.1523,22.82439
E039012,-118.8221,22.8995
E040012,-118.4911,22.97353
E041012,-118.1597,23.04647
E042012,-117.8276,23.11831
E043012,-117.495,23.18906
E044012,-117.1619,23.25872
E045012,-116.8281,23.32728
E046012,-116.4939,23.39472
E047012,-116.1591,23.46105
E048012,-115.8237,23.52629
E049012,-115.4879,23.59039
E050012,-115.1515,23.65335
E051012,-114.8146,23.71522
E052012,-114.4773,23.77594
E053012,-114.1394,23.83554
E054012,-113.8011,23.894
E055012,-113.4623,23.95132
E056012,-113.123,24.00749
E057012,-112.7833,24.06253
E058012,-112.4431,24.11642
E059012,-112.1025,24.16915
E060012,-111.7614,24.22073
E061012,-111.42,24.27116
E062012,-111.0781,24.3204
E063012,-110.7358,24.36851
E064012,-110.3932,24.41544
E065012,-110.0501,24.4612
E066012,-109.7067,24.5058
E067012,-109.3629,24.54921
E068012,-109.0188,24.59145
E069012,-108.6743,24.63251
E070012,-108.3294,24.67239
E071012,-107.9843,24.71108
E072012,-107.6388,24.7486
E073012,-107.293,24.78491
E074012,-106.9469,24.82005
E075012,-106.6006,24.85399
E076012,-106.2539,24.88673
E077012,-105.907,24.91827
E078012,-105.5598,24.94862
E079012,-105.2123,24.97778
E080012,-104.8647,25.00572
E081012,-104.5168,25.03246
E082012,-104.1686,25.05801
E083012,-103.8203,25.08234
E084012,-103.4717,25.10547
E085012,-103.123,25.12737
E086012,-102.7741,25.14809
E087012,-102.425,25.16757
E088012,-102.0757,25.18587
E089012,-101.7263,25.20293
E090012,-101.3768,25.21878
E091012,-101.0272,25.23342
E092012,-100.6774,25.24684
E093012,-100.3275,25.25904
E094012,-99.97748,25.27003
E095012,-99.62738,25.27979
E096012,-99.27722,25.28833
E097012,-98.927,25.29565
E098012,-98.57672,25.30177
E099012,-98.22638,25.30665
E100012,-97.87601,25.31031
E101012,-97.52563,25.31276
E102012,-97.1752,25.31397
E103012,-96.8248,25.31397
E104012,-96.4744,25.31276
E105012,-96.12399,25.31031
E106012,-95.77362,25.30665
E107012,-95.42328,25.30177
E108012,-95.073,25.29565
E109012,-94.72278,25.28833
E110012,-94.37262,25.27979
E111012,-94.02252,25.27003
E112012,-93.67255,25.25904
E113012,-93.32266,25.24684
E114012,-92.97287,25.23342
E115012,-92.6232,25.21878
E116012,-92.27368,25.20293
E117012,-91.92426,25.18587
E118012,-91.57501,25.16757
E119012,-91.22595,25.14809
E120012,-90.87701,25.12737
E121012,-90.52829,25.10547
E122012,-90.17975,25.08234
E123012,-89.83139,25.05801
E124012,-89.48328,25.03246
E125012,-89.13535,25.00572
E126012,-88.78766,24.97778
E127012,-88.44025,24.94862
E128012,-88.09305,24.91827
E129012,-87.74612,24.88673
E130012,-87.39948,24.85399
E131012,-87.05307,24.82005
E132012,-86.707,24.78491
E133012,-86.36121,24.7486
E134012,-86.01572,24.71108
E135012,-85.67056,24.67239
E136012,-85.32574,24.63251
E137012,-84.98123,24.59145
E138012,-84.63708,24.54921
E139012,-84.2933,24.5058
E140012,-83.94989,24.4612
E141012,-83.60681,24.41544
E142012,-83.26416,24.36851
E143012,-82.92188,24.3204
E144012,-82.58002,24.27116
E145012,-82.23856,24.22073
E146012,-81.89752,24.16915
E147012,-81.55692,24.11642
E148012,-81.21674,24.06253
E149012,-80.87701,24.00749
E150012,-80.53772,23.95132
E151012,-80.19891,23.894
E152012,-79.8606,23.83554
E153012,-79.52274,23.77594
E154012,-79.18536,23.71522
E155012,-78.84851,23.65335
E156012,-78.51215,23.59039
E157012,-78.17627,23.52629
E158012,-77.84094,23.46105
E159012,-77.50613,23.39472
E160012,-77.17188,23.32728
E161012,-76.83813,23.25872
E162012,-76.50497,23.18906
E163012,-76.17236,23.11831
E164012,-75.84033,23.04647
E165012,-75.50885,22.97353
E166012,-75.17798,22.8995
E167012,-74.84766,22.82439
E168012,-74.51794,22.74821
E169012,-74.18884,22.67095
E170012,-73.86035,22.59262
E171012,-73.5325,22.51322
E172012,-73.20526,22.43277
E173012,-72.87863,22.35124
E174012,-72.55264,22.26868
E175012,-72.22729,22.18508
E176012,-71.90262,22.10043
E177012,-71.57858,22.01472
E178012,-71.25522,21.92802
E179012,-70.9325,21.84026
E180012,-70.61047,21.75148
E181012,-70.28912,21.66168
E182012,-69.96848,21.57088
E183012,-69.6485,21.47906
E184012,-69.32922,21.38623
E185012,-69.01068,21.29242
E186012,-68.69281,21.1976
E187012,-68.37567,21.1018
E188012,-68.05923,21.005
E189012,-67.74353,20.90724
E190012,-67.42859,20.80851
E191012,-67.11435,20.70882
E192012,-66.80084,20.60814
E193012,-66.4881,20.50652
E194012,-66.17609,20.40394
E195012,-65.86487,20.30042
E196012,-65.55438,20.19595
E197012,-65.24463,20.09057
E198012,-64.93567,19.98423
E001013,-131.0211,19.61398
E002013,-130.7159,19.72633
E003013,-130.41,19.83776
E004013,-130.1033,19.94828
E005013,-129.7957,20.05791
E006013,-129.4874,20.1666
E007013,-129.1783,20.27438
E008013,-128.8685,20.38123
E009013,-128.5578,20.48716
E010013,-128.2464,20.59213
E011013,-127.9342,20.69617
E012013,-127.6213,20.79926
E013013,-127.3076,20.90138
E014013,-126.9931,21.00256
E015013,-126.6779,21.10276
E016013,-126.362,21.20199
E017013,-126.0453,21.30022
E018013,-125.7279,21.3975
E019013,-125.4098,21.49378
E020013,-125.0909,21.58906
E021013,-124.7713,21.68336
E022013,-124.4511,21.77664
E023013,-124.1301,21.86891
E024013,-123.8084,21.96019
E025013,-123.486,22.05043
E026013,-123.1629,22.13966
E027013,-122.8392,22.22784
E028013,-122.5147,22.31502
E029013,-122.1897,22.40113
E030013,-121.8639,22.48621
E031013,-121.5375,22.57024
E032013,-121.2104,22.65322
E033013,-120.8827,22.73514
E034013,-120.5544,22.81601
E035013,-120.2254,22.89579
E036013,-119.8958,22.97453
E037013,-119.5656,23.05216
E038013,-119.2347,23.12874
E039013,-118.9033,23.20422
E040013,-118.5713,23.27862
E041013,-118.2386,23.35193
E042013,-117.9055,23.42413
E043013,-117.5717,23.49525
E044013,-117.2374,23.56525
E045013,-116.9025,23.63415
E046013,-116.567,23.70193
E047013,-116.231,23.7686
E048013,-115.8945,23.83415
E049013,-115.5575,23.89859
E050013,-115.2199,23.96188
E051013,-114.8818,24.02405
E052013,-114.5433,24.0851
E053013,-114.2042,24.14499
E054013,-113.8646,24.20374
E055013,-113.5246,24.26135
E056013,-113.1841,24.31783
E057013,-112.8431,24.37314
E058013,-112.5017,24.42729
E059013,-112.1599,24.48029
E060013,-111.8176,24.53214
E061013,-111.4749,24.5828
E062013,-111.1317,24.63232
E063013,-110.7882,24.68066
E064013,-110.4443,24.72784
E065013,-110.0999,24.77382
E066013,-109.7552,24.81863
E067013,-109.4102,24.86227
E068013,-109.0648,24.90474
E069013,-108.719,24.94601
E070013,-108.3728,24.98608
E071013,-108.0264,25.02497
E072013,-107.6796,25.06268
E073013,-107.3325,25.09917
E074013,-106.9851,25.13449
E075013,-106.6374,25.16861
E076013,-106.2895,25.20151
E077013,-105.9412,25.23322
E078013,-105.5927,25.26372
E079013,-105.244,25.29301
E080013,-104.895,25.32111
E081013,-104.5457,25.34799
E082013,-104.1963,25.37366
E083013,-103.8466,25.39812
E084013,-103.4967,25.42136
E085013,-103.1466,25.44339
E086013,-102.7964,25.4642
E087013,-102.4459,25.4838
E088013,-102.0953,25.50217
E089013,-101.7446,25.51932
E090013,-101.3937,25.53525
E091013,-101.0427,25.54996
E092013,-100.6916,25.56345
E093013,-100.3403,25.57573
E094013,-99.98898,25.58675
E095013,-99.63754,25.59657
E096013,-99.28604,25.60517
E097013,-98.93445,25.61253
E098013,-98.58282,25.61866
E099013,-98.23114,25.62357
E100013,-97.87939,25.62727
E101013,-97.52765,25.62971
E102013,-97.1759,25.63094
E103013,-96.82413,25.63094
E104013,-96.47235,25.62971
E105013,-96.12061,25.62727
E106013,-95.76889,25.62357
E107013,-95.41718,25.61866
E108013,-95.06555,25.61253
E109013,-94.71399,25.60517
E110013,-94.36246,25.59657
E111013,-94.01102,25.58675
E112013,-93.65967,25.57573
E113013,-93.30844,25.56345
E114013,-92.95731,25.54996
E115013,-92.60629,25.53525
E116013,-92.2554,25.51932
E117013,-91.90466,25.50217
E118013,-91.55408,25.4838
E119013,-91.20364,25.4642
E120013,-90.85339,25.44339
E121013,-90.50333,25.42136
E122013,-90.15344,25.39812
E123013,-89.80377,25.37366
E124013,-89.45428,25.34799
E125013,-89.10507,25.32111
E126013,-88.75604,25.29301
E127013,-88.40729,25.26372
E128013,-88.05878,25.23322
E129013,-87.71054,25.20151
E130013,-87.36258,25.16861
E131013,-87.01489,25.13449
E132013,-86.66748,25.09917
E133013,-86.3204,25.06268
E134013,-85.97363,25.02497
E135013,-85.62717,24.98608
E136013,-85.28104,24.94601
E137013,-84.93527,24.90474
E138013,-84.58984,24.86227
E139013,-84.24475,24.81863
E140013,-83.90005,24.77382
E141013,-83.55573,24.72784
E142013,-83.21179,24.68066
E143013,-82.86829,24.63232
E144013,-82.52515,24.5828
E145013,-82.18243,24.53214
E146013,-81.84015,24.48029
E147013,-81.49829,24.42729
E148013,-81.15686,24.37314
E149013,-80.81592,24.31783
E150013,-80.4754,24.26135
E151013,-80.13538,24.20374
E152013,-79.79584,24.14499
E153013,-79.45676,24.0851
E154013,-79.11816,24.02405
E155013,-78.78009,23.96188
E156013,-78.44254,23.89859
E157013,-78.1055,23.83415
E158013,-77.76898,23.7686
E159013,-77.43298,23.70193
E160013,-77.09753,23.63415
E161013,-76.76263,23.56525
E162013,-76.42831,23.49525
E163013,-76.09454,23.42413
E164013,-75.76135,23.35193
E165013,-75.42874,23.27862
E166013,-75.09671,23.20422
E167013,-74.76529,23.12874
E168013,-74.43445,23.05216
E169013,-74.10425,22.97453
E170013,-73.77466,22.89579
E171013,-73.44568,22.81601
E172013,-73.11731,22.73514
E173013,-72.78961,22.65322
E174013,-72.46252,22.57024
E175013,-72.13611,22.48621
E176013,-71.81036,22.40113
E177013,-71.48526,22.31502
E178013,-71.16083,22.22784
E179013,-70.8371,22.13966
E180013,-70.51401,22.05043
E181013,-70.19162,21.96019
E182013,-69.86993,21.86891
E183013,-69.54895,21.77664
E184013,-69.22867,21.68336
E185013,-68.90909,21.58906
E186013,-68.59021,21.49378
E187013,-68.27209,21.3975
E188013,-67.95468,21.30022
E189013,-67.638,21.20199
E190013,-67.32205,21.10276
E191013,-67.00687,21.00256
E192013,-66.69241,20.90138
E193013,-66.37872,20.79926
E194013,-66.06577,20.69617
E195013,-65.7536,20.59213
E196013,-65.44217,20.48716
E197013,-65.13153,20.38123
E198013,-64.82166,20.27438
E001014,-131.1412,19.90118
E002014,-130.8352,20.01408
E003014,-130.5284,20.12606
E004014,-130.2208,20.23714
E005014,-129.9124,20.34728
E006014,-129.6031,20.45654
E007014,-129.2931,20.56485
E008014,-128.9824,20.67223
E009014,-128.6708,20.77866
E010014,-128.3584,20.88416
E011014,-128.0453,20.98874
E012014,-127.7314,21.09231
E013014,-127.4168,21.19495
E014014,-127.1014,21.29662
E015014,-126.7852,21.39731
E016014,-126.4683,21.49704
E017014,-126.1506,21.59578
E018014,-125.8322,21.69353
E019014,-125.5131,21.79028
E020014,-125.1932,21.88605
E021014,-124.8726,21.98082
E022014,-124.5513,22.07456
E023014,-124.2293,22.16731
E024014,-123.9066,22.25903
E025014,-123.5832,22.34972
E026014,-123.259,22.43938
E027014,-122.9342,22.52802
E028014,-122.6087,22.61562
E029014,-122.2826,22.70217
E030014,-121.9557,22.78767
E031014,-121.6282,22.87212
E032014,-121.3001,22.95551
E033014,-120.9713,23.03786
E034014,-120.6418,23.1191
E035014,-120.3117,23.1993
E036014,-119.981,23.27843
E037014,-119.6497,23.35647
E038014,-119.3177,23.43343
E039014,-118.9851,23.50928
E040014,-118.652,23.58406
E041014,-118.3182,23.65774
E042014,-117.9838,23.73031
E043014,-117.6489,23.80177
E044014,-117.3134,23.87214
E045014,-116.9773,23.94138
E046014,-116.6407,24.00951
E047014,-116.3035,24.07651
E048014,-115.9658,24.14239
E049014,-115.6276,24.20715
E050014,-115.2888,24.27076
E051014,-114.9495,24.33326
E052014,-114.6097,24.3946
E053014,-114.2694,24.45479
E054014,-113.9287,24.51385
E055014,-113.5874,24.57175
E056014,-113.2457,24.6285
E057014,-112.9035,24.68409
E058014,-112.5608,24.73853
E059014,-112.2177,24.79179
E060014,-111.8741,24.84389
E061014,-111.5302,24.89483
E062014,-111.1858,24.9446
E063014,-110.841,24.99318
E064014,-110.4958,25.04058
E065014,-110.1501,25.08681
E066014,-109.8042,25.13185
E067014,-109.4578,25.17571
E068014,-109.1111,25.21838
E069014,-108.764,25.25986
E070014,-108.4166,25.30016
E071014,-108.0688,25.33924
E072014,-107.7207,25.37713
E073014,-107.3723,25.41383
E074014,-107.0236,25.4493
E075014,-106.6746,25.4836
E076014,-106.3253,25.51668
E077014,-105.9757,25.54855
E078014,-105.6259,25.5792
E079014,-105.2758,25.60865
E080014,-104.9255,25.63689
E081014,-104.5749,25.66389
E082014,-104.2241,25.6897
E083014,-103.8731,25.71428
E084014,-103.5219,25.73763
E085014,-103.1704,25.75979
E086014,-102.8188,25.78069
E087014,-102.467,25.80039
E088014,-102.1151,25.81887
E089014,-101.763,25.8361
E090014,-101.4108,25.85211
E091014,-101.0584,25.86691
E092014,-100.7059,25.88046
E093014,-100.3533,25.89278
E094014,-100.0006,25.90388
E095014,-99.6478,25.91374
E096014,-99.29492,25.92237
E097014,-98.94196,25.92977
E098014,-98.58896,25.93595
E099014,-98.2359,25.94089
E100014,-97.88281,25.94458
E101014,-97.52972,25.94706
E102014,-97.17657,25.94828
E103014,-96.82343,25.94828
E104014,-96.47031,25.94706
E105014,-96.11719,25.94458
E106014,-95.7641,25.94089
E107014,-95.41104,25.93595
E108014,-95.05804,25.92977
E109014,-94.70508,25.92237
E110014,-94.3522,25.91374
E111014,-93.99942,25.90388
E112014,-93.64673,25.89278
E113014,-93.2941,25.88046
E114014,-92.94162,25.86691
E115014,-92.58923,25.85211
E116014,-92.237,25.8361
E117014,-91.88489,25.81887
E118014,-91.53296,25.80039
E119014,-91.18118,25.78069
E120014,-90.82959,25.75979
E121014,-90.47815,25.73763
E122014,-90.12692,25.71428
E123014,-89.77591,25.6897
E124014,-89.42511,25.66389
E125014,-89.07452,25.63689
E126014,-88.72418,25.60865
E127014,-88.37411,25.5792
E128014,-88.02426,25.54855
E129014,-87.67468,25.51668
E130014,-87.32541,25.4836
E131014,-86.97638,25.4493
E132014,-86.62769,25.41383
E133014,-86.2793,25.37713
E134014,-85.93121,25.33924
E135014,-85.58344,25.30016
E136014,-85.23602,25.25986
E137014,-84.88892,25.21838
E138014,-84.54221,25.17571
E139014,-84.19586,25.13185
E140014,-83.84985,25.08681
E141014,-83.50427,25.04058
E142014,-83.15906,24.99318
