grid,long,lat
E011065,-134.9308,36.13408
E012065,-134.5621,36.2653
E013065,-134.1921,36.39531
E014065,-133.8208,36.52413
E015065,-133.4481,36.65173
E016065,-133.0742,36.77813
E017065,-132.6989,36.9033
E018065,-132.3224,37.02723
E019065,-131.9446,37.14991
E020065,-131.5655,37.27136
E021065,-131.1852,37.39155
E022065,-130.8035,37.51048
E023065,-130.4207,37.62814
E024065,-130.0366,37.74451
E025065,-129.6512,37.8596
E026065,-129.2646,37.97342
E027065,-128.8768,38.08593
E028065,-128.4878,38.19714
E029065,-128.0975,38.30704
E030065,-127.7061,38.41563
E031065,-127.3135,38.52289
E032065,-126.9197,38.62883
E033065,-126.5247,38.73342
E034065,-126.1286,38.83667
E035065,-125.7313,38.93859
E036065,-125.3329,39.03914
E037065,-124.9334,39.13832
E038065,-124.5327,39.23616
E039065,-124.131,39.33261
E040065,-123.7281,39.42769
E041065,-123.3241,39.52138
E042065,-122.9191,39.61368
E043065,-122.513,39.70459
E044065,-122.1059,39.79409
E045065,-121.6977,39.88219
E046065,-121.2885,39.96887
E047065,-120.8783,40.05415
E048065,-120.4671,40.13799
E049065,-120.0549,40.22041
E050065,-119.6418,40.30139
E051065,-119.2276,40.38093
E052065,-118.8126,40.45904
E053065,-118.3966,40.53569
E054065,-117.9796,40.61089
E055065,-117.5618,40.68464
E056065,-117.1431,40.75692
E057065,-116.7236,40.82774
E058065,-116.3031,40.89707
E059065,-115.8819,40.96494
E060065,-115.4598,41.03132
E061065,-115.0369,41.09623
E062065,-114.6132,41.15965
E063065,-114.1887,41.22157
E064065,-113.7635,41.28199
E065065,-113.3375,41.3409
E066065,-112.9108,41.39833
E067065,-112.4834,41.45425
E068065,-112.0553,41.50865
E069065,-111.6265,41.56153
E070065,-111.1971,41.6129
E071065,-110.767,41.66275
E072065,-110.3363,41.71107
E073065,-109.905,41.75787
E074065,-109.4731,41.80313
E075065,-109.0407,41.84687
E076065,-108.6077,41.88906
E077065,-108.1741,41.92971
E078065,-107.7401,41.96882
E079065,-107.3055,42.00639
E080065,-106.8705,42.0424
E081065,-106.435,42.07689
E082065,-105.9991,42.10981
E083065,-105.5628,42.14117
E084065,-105.1261,42.17098
E085065,-104.689,42.19924
E086065,-104.2515,42.22592
E087065,-103.8138,42.25106
E088065,-103.3756,42.27463
E089065,-102.9373,42.29663
E090065,-102.4986,42.31707
E091065,-102.0596,42.33595
E092065,-101.6205,42.35326
E093065,-101.1811,42.36898
E094065,-100.7415,42.38315
E095065,-100.3017,42.39574
E096065,-99.86182,42.40677
E097065,-99.42175,42.41621
E098065,-98.9816,42.42408
E099065,-98.54132,42.43039
E100065,-98.10101,42.4351
E101065,-97.66064,42.43827
E102065,-97.22021,42.43983
E103065,-96.77979,42.43983
E104065,-96.33939,42.43827
E105065,-95.89899,42.4351
E106065,-95.45868,42.43039
E107065,-95.01843,42.42408
E108065,-94.57825,42.41621
E109065,-94.13821,42.40677
E110065,-93.6983,42.39574
E111065,-93.25854,42.38315
E112065,-92.81894,42.36898
E113065,-92.37958,42.35326
E114065,-91.94037,42.33595
E115065,-91.50146,42.31707
E116065,-91.06277,42.29663
E117065,-90.62436,42.27463
E118065,-90.18625,42.25106
E119065,-89.74847,42.22592
E120065,-89.31104,42.19924
E121065,-88.87393,42.17098
E122065,-88.43719,42.14117
E123065,-88.00089,42.10981
E124065,-87.56497,42.07689
E125065,-87.12952,42.0424
E126065,-86.69449,42.00639
E127065,-86.25995,41.96882
E128065,-85.8259,41.92971
E129065,-85.39236,41.88906
E130065,-84.95935,41.84687
E131065,-84.52689,41.80313
E132065,-84.095,41.75787
E133065,-83.6637,41.71107
E134065,-83.233,41.66275
E135065,-82.80292,41.6129
E136065,-82.37347,41.56153
E137065,-81.9447,41.50865
E138065,-81.5166,41.45425
E139065,-81.08917,41.39833
E140065,-80.66248,41.3409
E141065,-80.23651,41.28199
E142065,-79.81128,41.22157
E143065,-79.38681,41.15965
E144065,-78.96313,41.09623
E145065,-78.54022,41.03132
E146065,-78.11813,40.96494
E147065,-77.69687,40.89707
E148065,-77.27643,40.82774
E149065,-76.85687,40.75692
E150065,-76.43817,40.68464
E151065,-76.02036,40.61089
E152065,-75.60345,40.53569
E153065,-75.18744,40.45904
E154065,-74.7724,40.38093
E155065,-74.35828,40.30139
E156065,-73.9451,40.22041
E157065,-73.5329,40.13799
E158065,-73.1217,40.05415
E159065,-72.71149,39.96887
E160065,-72.30231,39.88219
E161065,-71.89413,39.79409
E162065,-71.487,39.70459
E163065,-71.0809,39.61368
E164065,-70.6759,39.52138
E165065,-70.27194,39.42769
E166065,-69.86908,39.33261
E167065,-69.46729,39.23616
E168065,-69.06665,39.13832
E169065,-68.66708,39.03914
E170065,-68.26868,38.93859
E171065,-67.8714,38.83667
E172065,-67.47528,38.73342
E173065,-67.08032,38.62883
E174065,-66.68652,38.52289
E175065,-66.29388,38.41563
E176065,-65.90247,38.30704
E177065,-65.51224,38.19715
E178065,-65.12323,38.08593
E179065,-64.73541,37.97342
E180065,-64.34882,37.85961
E181065,-63.96347,37.74451
E182065,-63.57935,37.62814
E183065,-63.19647,37.51048
E184065,-62.81485,37.39155
E185065,-62.43451,37.27136
E186065,-62.05542,37.14991
E187065,-61.67761,37.02723
E188065,-61.30109,36.9033
E189065,-60.92584,36.77813
E190065,-60.55191,36.65175
E191065,-60.17926,36.52414
E192065,-59.80792,36.39532
E193065,-59.4379,36.2653
E194065,-59.06918,36.13409
E195065,-58.70178,36.00167
E196065,-58.33572,35.86809
E197065,-57.97101,35.73333
E198065,-57.6076,35.5974
E001066,-138.7196,35.04905
E002066,-138.3633,35.19242
E003066,-138.0055,35.33467
E004066,-137.6464,35.47578
E005066,-137.2859,35.61575
E006066,-136.9241,35.75457
E007066,-136.5609,35.89225
E008066,-136.1964,36.02876
E009066,-135.8305,36.16411
E010066,-135.4633,36.29827
E011066,-135.0947,36.43125
E012066,-134.7248,36.56303
E013066,-134.3535,36.69361
E014066,-133.981,36.82299
E015066,-133.6071,36.95115
E016066,-133.2318,37.07808
E017066,-132.8553,37.20379
E018066,-132.4775,37.32825
E019066,-132.0984,37.45148
E020066,-131.718,37.57345
E021066,-131.3363,37.69415
E022066,-130.9533,37.8136
E023066,-130.5691,37.93177
E024066,-130.1835,38.04866
E025066,-129.7968,38.16426
E026066,-129.4088,38.27857
E027066,-129.0195,38.39157
E028066,-128.6291,38.50327
E029066,-128.2374,38.61365
E030066,-127.8445,38.72271
E031066,-127.4503,38.83045
E032066,-127.055,38.93684
E033066,-126.6585,39.0419
E034066,-126.2609,39.14561
E035066,-125.8621,39.24796
E036066,-125.4621,39.34896
E037066,-125.0609,39.44859
E038066,-124.6587,39.54684
E039066,-124.2553,39.64372
E040066,-123.8508,39.73923
E041066,-123.4452,39.83332
E042066,-123.0385,39.92604
E043066,-122.6308,40.01734
E044066,-122.222,40.10724
E045066,-121.8121,40.19573
E046066,-121.4012,40.2828
E047066,-120.9893,40.36845
E048066,-120.5763,40.45266
E049066,-120.1624,40.53544
E050066,-119.7475,40.61679
E051066,-119.3316,40.69669
E052066,-118.9147,40.77514
E053066,-118.4969,40.85214
E054066,-118.0782,40.92767
E055066,-117.6586,41.00174
E056066,-117.238,41.07434
E057066,-116.8166,41.14547
E058066,-116.3943,41.21513
E059066,-115.9712,41.28329
E060066,-115.5472,41.34998
E061066,-115.1224,41.41516
E062066,-114.6968,41.47886
E063066,-114.2704,41.54107
E064066,-113.8433,41.60175
E065066,-113.4154,41.66095
E066066,-112.9867,41.71862
E067066,-112.5574,41.77479
E068066,-112.1273,41.82943
E069066,-111.6965,41.88255
E070066,-111.2651,41.93415
E071066,-110.833,41.98422
E072066,-110.4003,42.03276
E073066,-109.967,42.07977
E074066,-109.5331,42.12524
E075066,-109.0986,42.16916
E076066,-108.6636,42.21154
E077066,-108.228,42.25238
E078066,-107.7919,42.29167
E079066,-107.3553,42.3294
E080066,-106.9182,42.36559
E081066,-106.4807,42.40021
E082066,-106.0427,42.43328
E083066,-105.6043,42.46479
E084066,-105.1655,42.49473
E085066,-104.7263,42.52311
E086066,-104.2867,42.54993
E087066,-103.8468,42.57518
E088066,-103.4066,42.59885
E089066,-102.9661,42.62095
E090066,-102.5253,42.64149
E091066,-102.0842,42.66044
E092066,-101.6429,42.67783
E093066,-101.2014,42.69363
E094066,-100.7597,42.70786
E095066,-100.3178,42.72051
E096066,-99.87573,42.73158
E097066,-99.43353,42.74107
E098066,-98.99124,42.74898
E099066,-98.54883,42.75531
E100066,-98.10638,42.76005
E101066,-97.66385,42.76323
E102066,-97.22128,42.7648
E103066,-96.77872,42.7648
E104066,-96.33618,42.76323
E105066,-95.89365,42.76005
E106066,-95.45117,42.75531
E107066,-95.00879,42.74898
E108066,-94.56647,42.74107
E109066,-94.12427,42.73158
E110066,-93.68222,42.72051
E111066,-93.24033,42.70786
E112066,-92.79861,42.69363
E113066,-92.35709,42.67783
E114066,-91.9158,42.66044
E115066,-91.47473,42.64149
E116066,-91.03394,42.62095
E117066,-90.59341,42.59885
E118066,-90.1532,42.57518
E119066,-89.71332,42.54993
E120066,-89.27374,42.52311
E121066,-88.83456,42.49473
E122066,-88.39575,42.46479
E123066,-87.95734,42.43328
E124066,-87.51935,42.40021
E125066,-87.08182,42.36559
E126066,-86.64471,42.3294
E127066,-86.20813,42.29167
E128066,-85.77203,42.25238
E129066,-85.33646,42.21154
E130066,-84.9014,42.16916
E131066,-84.46692,42.12524
E132066,-84.03302,42.07977
E133066,-83.59967,42.03276
E134066,-83.16699,41.98422
E135066,-82.73492,41.93415
E136066,-82.30347,41.88255
E137066,-81.87274,41.82943
E138066,-81.44266,41.77479
E139066,-81.01331,41.71862
E140066,-80.58466,41.66095
E141066,-80.15674,41.60175
E142066,-79.72955,41.54107
E143066,-79.30319,41.47886
E144066,-78.87759,41.41516
E145066,-78.45279,41.34998
E146066,-78.02881,41.28329
E147066,-77.60568,41.21513
E148066,-77.18341,41.14547
E149066,-76.76196,41.07434
E150066,-76.34143,41.00174
E151066,-75.92181,40.92767
E152066,-75.50308,40.85214
E153066,-75.0853,40.77514
E154066,-74.66843,40.69669
E155066,-74.25253,40.61679
E156066,-73.83762,40.53544
E157066,-73.42368,40.45266
E158066,-73.01074,40.36845
E159066,-72.59882,40.2828
E160066,-72.1879,40.19573
E161066,-71.77802,40.10724
E162066,-71.3692,40.01734
E163066,-70.96149,39.92604
E164066,-70.55478,39.83332
E165066,-70.1492,39.73923
E166066,-69.74469,39.64372
E167066,-69.34131,39.54684
E168066,-68.93909,39.44859
E169066,-68.53793,39.34896
E170066,-68.13794,39.24796
E171066,-67.73914,39.14561
E172066,-67.34146,39.0419
E173066,-66.94498,38.93684
E174066,-66.54968,38.83045
E175066,-66.15555,38.72272
E176066,-65.76263,38.61365
E177066,-65.37097,38.50328
E178066,-64.98047,38.39158
E179066,-64.59125,38.27858
E180066,-64.20325,38.16427
E181066,-63.81647,38.04867
E182066,-63.43097,37.93178
E183066,-63.04672,37.81361
E184066,-62.66373,37.69417
E185066,-62.28204,37.57346
E186066,-61.90164,37.45148
E187066,-61.52252,37.32827
E188066,-61.14468,37.2038
E189066,-60.76816,37.07809
E190066,-60.39294,36.95115
E191066,-60.01904,36.82299
E192066,-59.64648,36.69362
E193066,-59.27524,36.56304
E194066,-58.9053,36.43126
E195066,-58.53674,36.29827
E196066,-58.16949,36.16411
E197066,-57.80359,36.02877
E198066,-57.43906,35.89226
E001067,-138.8961,35.34014
E002067,-138.5387,35.48411
E003067,-138.1799,35.62696
E004067,-137.8197,35.76868
E005067,-137.4581,35.90926
E006067,-137.0952,36.04867
E007067,-136.7309,36.18694
E008067,-136.3652,36.32403
E009067,-135.9981,36.45996
E010067,-135.6297,36.5947
E011067,-135.2599,36.72824
E012067,-134.8888,36.8606
E013067,-134.5163,36.99174
E014067,-134.1425,37.12168
E015067,-133.7673,37.25039
E016067,-133.3908,37.37787
E017067,-133.013,37.50412
E018067,-132.6339,37.62913
E019067,-132.2535,37.75288
E020067,-131.8717,37.87539
E021067,-131.4887,37.99662
E022067,-131.1043,38.11658
E023067,-130.7187,38.23526
E024067,-130.3318,38.35266
E025067,-129.9436,38.46876
E026067,-129.5542,38.58356
E027067,-129.1635,38.69706
E028067,-128.7716,38.80925
E029067,-128.3784,38.92011
E030067,-127.984,39.02965
E031067,-127.5884,39.13785
E032067,-127.1916,39.24472
E033067,-126.7935,39.35023
E034067,-126.3943,39.45439
E035067,-125.9939,39.55719
E036067,-125.5924,39.65864
E037067,-125.1897,39.7587
E038067,-124.7858,39.85739
E039067,-124.3808,39.95469
E040067,-123.9746,40.05061
E041067,-123.5674,40.14513
E042067,-123.1591,40.23824
E043067,-122.7496,40.32996
E044067,-122.3391,40.42025
E045067,-121.9276,40.50913
E046067,-121.5149,40.59658
E047067,-121.1013,40.68261
E048067,-120.6866,40.7672
E049067,-120.2709,40.85035
E050067,-119.8542,40.93205
E051067,-119.4365,41.01231
E052067,-119.0178,41.0911
E053067,-118.5982,41.16844
E054067,-118.1777,41.2443
E055067,-117.7562,41.3187
E056067,-117.3338,41.39163
E057067,-116.9105,41.46308
E058067,-116.4864,41.53304
E059067,-116.0613,41.60151
E060067,-115.6355,41.66848
E061067,-115.2088,41.73397
E062067,-114.7813,41.79795
E063067,-114.3529,41.86043
E064067,-113.9238,41.92139
E065067,-113.494,41.98085
E066067,-113.0634,42.03878
E067067,-112.632,42.0952
E068067,-112.2,42.15008
E069067,-111.7672,42.20345
E070067,-111.3338,42.25528
E071067,-110.8997,42.30557
E072067,-110.465,42.35432
E073067,-110.0296,42.40155
E074067,-109.5937,42.44721
E075067,-109.1571,42.49134
E076067,-108.72,42.53391
E077067,-108.2824,42.57493
E078067,-107.8442,42.61439
E079067,-107.4055,42.65229
E080067,-106.9663,42.68864
E081067,-106.5267,42.72342
E082067,-106.0866,42.75664
E083067,-105.6461,42.78829
E084067,-105.2052,42.81837
E085067,-104.7639,42.84688
E086067,-104.3222,42.87381
E087067,-103.8802,42.89917
E088067,-103.4378,42.92295
E089067,-102.9952,42.94516
E090067,-102.5522,42.96578
E091067,-102.109,42.98482
E092067,-101.6656,43.00228
E093067,-101.2219,43.01816
E094067,-100.7781,43.03246
E095067,-100.334,43.04516
E096067,-99.8898,43.05628
E097067,-99.44543,43.06581
E098067,-99.00098,43.07376
E099067,-98.55643,43.08012
E100067,-98.11179,43.08489
E101067,-97.66708,43.08806
E102067,-97.22238,43.08964
E103067,-96.77765,43.08964
E104067,-96.33292,43.08806
E105067,-95.88824,43.08489
E106067,-95.4436,43.08012
E107067,-94.99902,43.07376
E108067,-94.55457,43.06581
E109067,-94.11023,43.05628
E110067,-93.66602,43.04516
E111067,-93.22195,43.03246
E112067,-92.77808,43.01816
E113067,-92.33441,43.00228
E114067,-91.89096,42.98482
E115067,-91.44775,42.96578
E116067,-91.00482,42.94516
E117067,-90.56216,42.92295
E118067,-90.11981,42.89917
E119067,-89.6778,42.87381
E120067,-89.23615,42.84688
E121067,-88.7948,42.81837
E122067,-88.35388,42.78829
E123067,-87.91339,42.75664
E124067,-87.4733,42.72342
E125067,-87.03366,42.68864
E126067,-86.59448,42.65229
E127067,-86.15582,42.61439
E128067,-85.71765,42.57493
E129067,-85.28,42.53391
E130067,-84.8429,42.49134
E131067,-84.40637,42.44721
E132067,-83.9704,42.40155
E133067,-83.53506,42.35432
E134067,-83.10034,42.30557
E135067,-82.66626,42.25528
E136067,-82.23282,42.20345
E137067,-81.80005,42.15008
E138067,-81.36801,42.0952
E139067,-80.93668,42.03878
E140067,-80.50604,41.98085
E141067,-80.07617,41.92139
E142067,-79.64709,41.86043
E143067,-79.21875,41.79795
E144067,-78.79126,41.73397
E145067,-78.36453,41.66848
E146067,-77.93866,41.60151
E147067,-77.51364,41.53304
E148067,-77.08948,41.46308
E149067,-76.6662,41.39163
E150067,-76.2438,41.3187
E151067,-75.82233,41.2443
E152067,-75.40179,41.16844
E153067,-74.98218,41.0911
E154067,-74.56354,41.01231
E155067,-74.14584,40.93205
E156067,-73.72913,40.85035
E157067,-73.31345,40.7672
E158067,-72.89874,40.68261
E159067,-72.48508,40.59658
E160067,-72.07245,40.50913
E161067,-71.66089,40.42025
E162067,-71.25037,40.32996
E163067,-70.84094,40.23825
E164067,-70.43262,40.14513
E165067,-70.02536,40.05061
E166067,-69.61923,39.9547
E167067,-69.21423,39.8574
E168067,-68.81036,39.75871
E169067,-68.40765,39.65864
E170067,-68.00607,39.5572
E171067,-67.60568,39.45439
E172067,-67.20648,39.35023
E173067,-66.80847,39.24472
E174067,-66.41162,39.13786
E175067,-66.01602,39.02966
E176067,-65.62161,38.92011
E177067,-65.22845,38.80925
E178067,-64.83652,38.69707
E179067,-64.44583,38.58358
E180067,-64.0564,38.46877
E181067,-63.66821,38.35266
E182067,-63.28131,38.23527
E183067,-62.89569,38.11659
E184067,-62.51135,37.99662
E185067,-62.1283,37.87539
E186067,-61.74655,37.75289
E187067,-61.36612,37.62913
E188067,-60.98697,37.50412
E189067,-60.60916,37.37788
E190067,-60.23267,37.25039
E191067,-59.85751,37.12168
E192067,-59.4837,36.99175
E193067,-59.11124,36.8606
E194067,-58.74011,36.72825
E195067,-58.37033,36.5947
E196067,-58.00189,36.45996
E197067,-57.63486,36.32404
E198067,-57.26917,36.18694
E001068,-139.074,35.63102
E002068,-138.7155,35.77562
E003068,-138.3556,35.91908
E004068,-137.9943,36.06139
E005068,-137.6317,36.20256
E006068,-137.2676,36.34258
E007068,-136.9021,36.48145
E008068,-136.5353,36.61913
E009068,-136.1671,36.75563
E010068,-135.7975,36.89094
E011068,-135.4265,37.02507
E012068,-135.0541,37.15799
E013068,-134.6804,37.2897
E014068,-134.3053,37.42019
E015068,-133.9289,37.54945
E016068,-133.5512,37.67749
E017068,-133.1721,37.80428
E018068,-132.7916,37.92983
E019068,-132.4099,38.05412
E020068,-132.0267,38.17714
E021068,-131.6423,38.2989
E022068,-131.2566,38.41938
E023068,-130.8696,38.53857
E024068,-130.4813,38.65648
E025068,-130.0917,38.77309
E026068,-129.7008,38.88839
E027068,-129.3087,39.00239
E028068,-128.9153,39.11506
E029068,-128.5207,39.22641
E030068,-128.1248,39.33641
E031068,-127.7276,39.44508
E032068,-127.3293,39.55241
E033068,-126.9297,39.65839
E034068,-126.5289,39.76301
E035068,-126.127,39.86626
E036068,-125.7238,39.96815
E037068,-125.3195,40.06865
E038068,-124.914,40.16777
E039068,-124.5074,40.2655
E040068,-124.0996,40.36183
E041068,-123.6907,40.45677
E042068,-123.2807,40.55029
E043068,-122.8696,40.64241
E044068,-122.4573,40.7331
E045068,-122.044,40.82237
E046068,-121.6297,40.91021
E047068,-121.2143,40.99662
E048068,-120.7978,41.08158
E049068,-120.3803,41.16509
E050068,-119.9619,41.24715
E051068,-119.5424,41.32776
E052068,-119.1219,41.40691
E053068,-118.7005,41.48458
E054068,-118.2781,41.56079
E055068,-117.8547,41.63552
E056068,-117.4305,41.70877
E057068,-117.0053,41.78053
E058068,-116.5793,41.85081
E059068,-116.1523,41.91958
E060068,-115.7245,41.98686
E061068,-115.2959,42.05263
E062068,-114.8665,42.1169
E063068,-114.4362,42.17965
E064068,-114.0051,42.24088
E065068,-113.5733,42.30061
E066068,-113.1407,42.3588
E067068,-112.7074,42.41546
E068068,-112.2733,42.4706
E069068,-111.8385,42.52419
E070068,-111.4031,42.57625
E071068,-110.967,42.62677
E072068,-110.5302,42.67574
E073068,-110.0928,42.72317
E074068,-109.6548,42.76904
E075068,-109.2162,42.81337
E076068,-108.777,42.85613
E077068,-108.3373,42.89733
E078068,-107.897,42.93697
E079068,-107.4562,42.97504
E080068,-107.015,43.01156
E081068,-106.5732,43.04649
E082068,-106.131,43.07986
E083068,-105.6884,43.11164
E084068,-105.2453,43.14186
E085068,-104.8019,43.1705
E086068,-104.3581,43.19755
E087068,-103.9139,43.22302
E088068,-103.4694,43.24691
E089068,-103.0246,43.26922
E090068,-102.5795,43.28993
E091068,-102.1341,43.30906
E092068,-101.6885,43.32661
E093068,-101.2427,43.34254
E094068,-100.7966,43.35691
E095068,-100.3504,43.36967
E096068,-99.90399,43.38083
E097068,-99.45746,43.39042
E098068,-99.0108,43.3984
E099068,-98.56409,43.40479
E100068,-98.11725,43.40957
E101068,-97.67038,43.41277
E102068,-97.22345,43.41437
E103068,-96.77655,43.41437
E104068,-96.32965,43.41277
E105068,-95.88275,43.40957
E106068,-95.43594,43.40479
E107068,-94.9892,43.3984
E108068,-94.54254,43.39042
E109068,-94.09601,43.38083
E110068,-93.64963,43.36967
E111068,-93.2034,43.35691
E112068,-92.75735,43.34254
E113068,-92.31152,43.32661
E114068,-91.86591,43.30906
E115068,-91.42053,43.28993
E116068,-90.97543,43.26922
E117068,-90.53061,43.24691
E118068,-90.08612,43.22302
E119068,-89.64197,43.19755
E120068,-89.19812,43.1705
E121068,-88.7547,43.14186
E122068,-88.31165,43.11164
E123068,-87.86899,43.07986
E124068,-87.42679,43.04649
E125068,-86.98505,43.01156
E126068,-86.54376,42.97504
E127068,-86.103,42.93697
E128068,-85.66272,42.89733
E129068,-85.22299,42.85613
E130068,-84.78381,42.81337
E131068,-84.34521,42.76904
E132068,-83.90723,42.72317
E133068,-83.46982,42.67574
E134068,-83.03305,42.62677
E135068,-82.59692,42.57625
E136068,-82.16147,42.52419
E137068,-81.72672,42.4706
E138068,-81.29266,42.41546
E139068,-80.85931,42.3588
E140068,-80.42673,42.30061
E141068,-79.99487,42.24088
E142068,-79.56384,42.17965
E143068,-79.13354,42.1169
E144068,-78.7041,42.05263
E145068,-78.27545,41.98686
E146068,-77.84766,41.91958
E147068,-77.42075,41.85081
E148068,-76.99469,41.78053
E149068,-76.56952,41.70877
E150068,-76.14526,41.63552
E151068,-75.72195,41.56079
E152068,-75.29956,41.48458
E153068,-74.87811,41.40691
E154068,-74.45764,41.32776
E155068,-74.03815,41.24715
E156068,-73.61969,41.16509
E157068,-73.20221,41.08158
E158068,-72.78574,40.99662
E159068,-72.37033,40.91021
E160068,-71.95596,40.82237
E161068,-71.54266,40.7331
E162068,-71.13046,40.64241
E163068,-70.71933,40.5503
E164068,-70.30933,40.45678
E165068,-69.90042,40.36184
E166068,-69.49265,40.2655
E167068,-69.086,40.16777
E168068,-68.68051,40.06865
E169068,-68.27618,39.96815
E170068,-67.87305,39.86628
E171068,-67.47107,39.76301
E172068,-67.07031,39.65839
E173068,-66.67075,39.55243
E174068,-66.2724,39.44508
E175068,-65.87524,39.33641
E176068,-65.47937,39.22641
E177068,-65.08472,39.11506
E178068,-64.69131,39.00239
E179068,-64.29916,38.8884
E180068,-63.90829,38.77309
E181068,-63.51871,38.65649
E182068,-63.1304,38.53859
E183068,-62.74338,38.41938
E184068,-62.35767,38.29891
E185068,-61.97327,38.17714
E186068,-61.59018,38.05412
E187068,-61.2084,37.92983
E188068,-60.82794,37.80428
E189068,-60.44885,37.67749
E190068,-60.07108,37.54946
E191068,-59.69467,37.4202
E192068,-59.31961,37.2897
E193068,-58.94589,37.15799
E194068,-58.57355,37.02508
E195068,-58.20258,36.89095
E196068,-57.83295,36.75563
E197068,-57.46472,36.61913
E198068,-57.09787,36.48145
E001069,-139.2533,35.92172
E002069,-138.8937,36.06693
E003069,-138.5328,36.21099
E004069,-138.1704,36.35392
E005069,-137.8066,36.49569
E006069,-137.4414,36.63631
E007069,-137.0748,36.77575
E008069,-136.7068,36.91401
E009069,-136.3374,37.0511
E010069,-135.9666,37.187
E011069,-135.5944,37.3217
E012069,-135.2208,37.45518
E013069,-134.8459,37.58746
E014069,-134.4696,37.71851
E015069,-134.0919,37.84832
E016069,-133.7128,37.97691
E017069,-133.3324,38.10424
E018069,-132.9507,38.23033
E019069,-132.5676,38.35515
E020069,-132.1831,38.47871
E021069,-131.7973,38.60099
E022069,-131.4102,38.722
E023069,-131.0218,38.84171
E024069,-130.6321,38.96012
E025069,-130.2411,39.07723
E026069,-129.8488,39.19304
E027069,-129.4552,39.30752
E028069,-129.0603,39.42068
E029069,-128.6642,39.53251
E030069,-128.2668,39.64299
E031069,-127.8681,39.75214
E032069,-127.4682,39.85994
E033069,-127.0671,39.96638
E034069,-126.6647,40.07145
E035069,-126.2612,40.17515
E036069,-125.8564,40.27748
E037069,-125.4505,40.37843
E038069,-125.0434,40.47798
E039069,-124.6351,40.57614
E040069,-124.2257,40.67289
E041069,-123.8151,40.76824
E042069,-123.4034,40.86218
E043069,-122.9906,40.95469
E044069,-122.5766,41.04579
E045069,-122.1616,41.13545
E046069,-121.7455,41.22367
E047069,-121.3283,41.31046
E048069,-120.9101,41.39579
E049069,-120.4908,41.47968
E050069,-120.0705,41.5621
E051069,-119.6492,41.64305
E052069,-119.2269,41.72256
E053069,-118.8036,41.80058
E054069,-118.3794,41.87711
E055069,-117.9542,41.95217
E056069,-117.5281,42.02575
E057069,-117.101,42.09783
E058069,-116.673,42.16841
E059069,-116.2442,42.23748
E060069,-115.8145,42.30507
E061069,-115.3839,42.37113
E062069,-114.9525,42.43568
E063069,-114.5202,42.49871
E064069,-114.0872,42.56021
E065069,-113.6534,42.6202
E066069,-113.2188,42.67866
E067069,-112.7834,42.73558
E068069,-112.3474,42.79094
E069069,-111.9106,42.84478
E070069,-111.4731,42.89708
E071069,-111.0349,42.94782
E072069,-110.5961,42.99702
E073069,-110.1566,43.04465
E074069,-109.7165,43.09073
E075069,-109.2758,43.13525
E076069,-108.8346,43.1782
E077069,-108.3927,43.21959
E078069,-107.9503,43.2594
E079069,-107.5075,43.29765
E080069,-107.0641,43.33433
E081069,-106.6202,43.36942
E082069,-106.1758,43.40293
E083069,-105.731,43.43487
E084069,-105.2859,43.46521
E085069,-104.8402,43.49398
E086069,-104.3943,43.52116
E087069,-103.9479,43.54674
E088069,-103.5013,43.57074
E089069,-103.0543,43.59314
E090069,-102.607,43.61394
E091069,-102.1594,43.63316
E092069,-101.7116,43.65078
E093069,-101.2636,43.6668
E094069,-100.8154,43.68122
E095069,-100.3669,43.69403
E096069,-99.91833,43.70526
E097069,-99.4696,43.71488
E098069,-99.02075,43.7229
E099069,-98.57181,43.7293
E100069,-98.12277,43.73412
E101069,-97.67371,43.73732
E102069,-97.22458,43.73893
E103069,-96.77545,43.73893
E104069,-96.32632,43.73732
E105069,-95.87726,43.73412
E106069,-95.42822,43.7293
E107069,-94.97925,43.7229
E108069,-94.5304,43.71488
E109069,-94.08167,43.70526
E110069,-93.63309,43.69403
E111069,-93.18466,43.68122
E112069,-92.73642,43.6668
E113069,-92.28839,43.65078
E114069,-91.84058,43.63316
E115069,-91.39301,43.61394
E116069,-90.94574,43.59314
E117069,-90.49875,43.57074
E118069,-90.05206,43.54674
E119069,-89.60574,43.52116
E120069,-89.15976,43.49398
E121069,-88.71417,43.46521
E122069,-88.26895,43.43487
E123069,-87.82416,43.40293
E124069,-87.37982,43.36942
E125069,-86.93597,43.33433
E126069,-86.49255,43.29765
E127069,-86.04965,43.2594
E128069,-85.6073,43.21959
E129069,-85.16547,43.1782
E130069,-84.72418,43.13525
E131069,-84.28351,43.09073
E132069,-83.84341,43.04465
E133069,-83.40393,42.99702
E134069,-82.96512,42.94782
E135069,-82.52695,42.89708
E136069,-82.08945,42.84478
E137069,-81.65265,42.79094
E138069,-81.21658,42.73558
E139069,-80.78122,42.67866
E140069,-80.34662,42.6202
E141069,-79.91281,42.56021
E142069,-79.47977,42.49871
E143069,-79.04755,42.43568
E144069,-78.61612,42.37113
E145069,-78.18555,42.30507
E146069,-77.7558,42.23748
E147069,-77.32697,42.16841
E148069,-76.89899,42.09783
E149069,-76.47195,42.02575
E150069,-76.04581,41.95217
E151069,-75.62061,41.87711
E152069,-75.19635,41.80058
E153069,-74.77307,41.72256
